x,y,label,env_name
0.6235754,0.7246343,0,reach-v2
0.5713037,0.98192734,0,reach-v2
0.48127988,0.8251112,0,reach-v2
0.571394,0.7404591,0,reach-v2
0.5133913,0.8675103,0,reach-v2
0.61768746,0.83790857,0,reach-v2
0.48753333,0.84950566,0,reach-v2
0.47687036,0.9224147,0,reach-v2
0.56945455,0.9767119,0,reach-v2
0.6440062,0.7542791,0,reach-v2
0.7177214,0.7370138,0,reach-v2
0.57757014,0.90470463,0,reach-v2
0.46679005,0.883422,0,reach-v2
0.49877027,0.72171414,0,reach-v2
0.5398785,0.84374946,0,reach-v2
0.48251885,0.92143863,0,reach-v2
0.7060739,0.90514535,0,reach-v2
0.6004368,0.83611995,0,reach-v2
0.63426536,0.6388576,0,reach-v2
0.5124802,0.8257977,0,reach-v2
0.5960321,0.6821921,0,reach-v2
0.6805208,0.7494795,0,reach-v2
0.6758287,0.71707135,0,reach-v2
0.6749216,0.8676301,0,reach-v2
0.5878039,0.77020377,0,reach-v2
0.47424048,0.75598675,0,reach-v2
0.69057906,0.61536056,0,reach-v2
0.627854,0.6845653,0,reach-v2
0.53434277,0.80445445,0,reach-v2
0.5048636,0.82125175,0,reach-v2
0.63842547,0.5904086,0,reach-v2
0.668851,0.91736394,0,reach-v2
0.52619904,0.79276395,0,reach-v2
0.6568627,0.67364734,0,reach-v2
0.6364918,0.7736342,0,reach-v2
0.71238697,0.73032683,0,reach-v2
0.605852,0.80449396,0,reach-v2
0.5177855,0.9418832,0,reach-v2
0.578598,0.94870913,0,reach-v2
0.5453996,0.8981877,0,reach-v2
0.6124699,0.8594846,0,reach-v2
0.6260924,0.64965105,0,reach-v2
0.6710735,0.80632466,0,reach-v2
0.676293,0.7408895,0,reach-v2
0.603597,0.67829007,0,reach-v2
0.56891525,0.91217834,0,reach-v2
0.60881406,0.8231761,0,reach-v2
0.5930489,0.71305174,0,reach-v2
0.5993259,0.9572691,0,reach-v2
0.5986267,0.8167546,0,reach-v2
0.6421165,0.64689565,0,reach-v2
0.5861035,0.9189574,0,reach-v2
0.6727283,0.8879145,0,reach-v2
0.58535063,0.68625885,0,reach-v2
0.59059,0.9746602,0,reach-v2
0.54592526,0.76043826,0,reach-v2
0.532184,0.91022265,0,reach-v2
0.5562031,0.83276457,0,reach-v2
0.5365076,0.7586691,0,reach-v2
0.66941994,0.7948174,0,reach-v2
0.72032523,0.8251638,0,reach-v2
0.59451675,0.8324081,0,reach-v2
0.5256755,0.79804385,0,reach-v2
0.58243746,0.8150697,0,reach-v2
0.52589184,0.7567027,0,reach-v2
0.5487626,0.9230299,0,reach-v2
0.6253523,0.83777213,0,reach-v2
0.6143329,0.69355655,0,reach-v2
0.5201,0.75306994,0,reach-v2
0.5150267,0.8421866,0,reach-v2
0.48130664,0.7217059,0,reach-v2
0.68038595,0.8055596,0,reach-v2
0.6238209,0.7241523,0,reach-v2
0.71580356,0.68648463,0,reach-v2
0.57417995,0.94910175,0,reach-v2
0.6708235,0.73094475,0,reach-v2
0.5504611,0.78695065,0,reach-v2
0.5431233,0.927134,0,reach-v2
0.6858148,0.9098897,0,reach-v2
0.5545815,0.7676867,0,reach-v2
0.50365216,0.930819,0,reach-v2
0.6497514,0.6101166,0,reach-v2
0.44804573,0.8117836,0,reach-v2
0.6903044,0.61530167,0,reach-v2
0.6731811,0.8750575,0,reach-v2
0.5498889,0.9903564,0,reach-v2
0.5007617,0.89115244,0,reach-v2
0.59290546,0.6588589,0,reach-v2
0.47965825,0.7074096,0,reach-v2
0.6494093,0.91867906,0,reach-v2
0.6610191,0.6384883,0,reach-v2
0.6376758,0.9310802,0,reach-v2
0.63803357,0.67272675,0,reach-v2
