x,y,label,env_name
0.9242925,0.04500112,4,faucet-open-v2
0.83383805,0.20654735,4,faucet-open-v2
0.93012464,0.02414083,4,faucet-open-v2
0.86815184,0.10586224,4,faucet-open-v2
0.7950073,0.13535096,4,faucet-open-v2
0.8618071,0.11460369,4,faucet-open-v2
0.8811504,0.117780946,4,faucet-open-v2
0.9440913,0.16760457,4,faucet-open-v2
0.7917877,0.21023515,4,faucet-open-v2
0.98472095,0.09678394,4,faucet-open-v2
0.8070458,0.011760701,4,faucet-open-v2
0.7690555,0.022613604,4,faucet-open-v2
0.7965076,0.10261702,4,faucet-open-v2
0.784307,0.16689491,4,faucet-open-v2
0.88252056,0.084242836,4,faucet-open-v2
0.9505809,0.1372464,4,faucet-open-v2
0.991262,0.1738193,4,faucet-open-v2
0.9342892,0.06003071,4,faucet-open-v2
0.85728735,0.15161362,4,faucet-open-v2
0.95285857,0.21629207,4,faucet-open-v2
0.8560137,0.23446828,4,faucet-open-v2
0.9675804,0.18562543,4,faucet-open-v2
0.90239954,0.20806725,4,faucet-open-v2
0.9019532,0.07157779,4,faucet-open-v2
0.9052086,0.24649173,4,faucet-open-v2
0.9052912,0.13781127,4,faucet-open-v2
0.89347464,0.18723209,4,faucet-open-v2
0.8637955,0.023785934,4,faucet-open-v2
0.9049392,0.22259891,4,faucet-open-v2
0.8713334,0.19916105,4,faucet-open-v2
1.0,0.17043942,4,faucet-open-v2
0.69931316,0.17731665,4,faucet-open-v2
0.93658406,0.09151525,4,faucet-open-v2
0.86076844,0.2688724,4,faucet-open-v2
0.78723264,0.09156577,4,faucet-open-v2
0.8470325,0.1409927,4,faucet-open-v2
0.89242953,0.06735485,4,faucet-open-v2
0.7127789,0.117266685,4,faucet-open-v2
0.7059398,0.11388646,4,faucet-open-v2
0.825703,0.26896676,4,faucet-open-v2
0.7711485,0.15152045,4,faucet-open-v2
0.97680205,0.029018685,4,faucet-open-v2
0.76146686,0.096969604,4,faucet-open-v2
0.84250116,0.19389051,4,faucet-open-v2
0.9616512,0.21641824,4,faucet-open-v2
0.7982599,0.08485554,4,faucet-open-v2
0.8471578,0.15569013,4,faucet-open-v2
0.8814237,0.2308134,4,faucet-open-v2
0.74601245,0.12730813,4,faucet-open-v2
0.92273986,0.056819335,4,faucet-open-v2
0.8316636,0.21372573,4,faucet-open-v2
0.83568174,0.17905189,4,faucet-open-v2
0.8976414,0.02097982,4,faucet-open-v2
0.87641555,0.24442397,4,faucet-open-v2
0.8632875,0.16281718,4,faucet-open-v2
0.9272791,0.1003845,4,faucet-open-v2
0.7343786,0.100357845,4,faucet-open-v2
0.86181074,0.1298583,4,faucet-open-v2
0.8476068,0.1298617,4,faucet-open-v2
0.7310755,0.14364785,4,faucet-open-v2
0.74298173,0.21715423,4,faucet-open-v2
0.9438063,0.19648118,4,faucet-open-v2
0.89518136,0.05085423,4,faucet-open-v2
0.8466275,0.013796213,4,faucet-open-v2
0.7503741,0.110051155,4,faucet-open-v2
0.8279269,0.028693419,4,faucet-open-v2
0.7450431,0.20481807,4,faucet-open-v2
0.7981854,0.02074554,4,faucet-open-v2
0.8201796,0.13241272,4,faucet-open-v2
0.87957114,0.04084618,4,faucet-open-v2
0.826605,0.092546694,4,faucet-open-v2
0.97169435,0.21577024,4,faucet-open-v2
0.827165,0.2647378,4,faucet-open-v2
0.8860699,0.07629488,4,faucet-open-v2
0.7535634,0.017972434,4,faucet-open-v2
0.82429314,0.17864272,4,faucet-open-v2
0.8109858,0.25417975,4,faucet-open-v2
0.9082324,0.10355016,4,faucet-open-v2
0.83459336,0.26612574,4,faucet-open-v2
0.7465103,0.17777638,4,faucet-open-v2
0.72915024,0.07112911,4,faucet-open-v2
0.75340676,0.17622496,4,faucet-open-v2
0.76305306,0.26774058,4,faucet-open-v2
0.80699646,0.13402386,4,faucet-open-v2
0.84608763,0.2361931,4,faucet-open-v2
0.69293463,0.11485542,4,faucet-open-v2
0.9443825,0.14009841,4,faucet-open-v2
0.9870138,0.10331141,4,faucet-open-v2
0.7758953,0.08095166,4,faucet-open-v2
0.7211679,0.12926684,4,faucet-open-v2
0.8303206,0.09222044,4,faucet-open-v2
0.93732995,0.20797193,4,faucet-open-v2
0.78619,0.17154656,4,faucet-open-v2
0.77804327,0.11371665,4,faucet-open-v2
0.7257416,0.1529097,4,faucet-open-v2
