x,y,label,env_name
0.16715494,0.21687631,0,reach-v2
0.19201559,0.22849159,0,reach-v2
0.09970691,0.41508284,0,reach-v2
0.055713482,0.3873561,0,reach-v2
0.13532303,0.3564967,0,reach-v2
0.27844733,0.27187154,0,reach-v2
0.1294566,0.46116477,0,reach-v2
0.12329279,0.17351645,0,reach-v2
0.22907175,0.20931073,0,reach-v2
0.17242272,0.48456714,0,reach-v2
0.29973182,0.38918528,0,reach-v2
0.21669088,0.18828458,0,reach-v2
0.26673245,0.21121462,0,reach-v2
0.07934633,0.29207575,0,reach-v2
0.14492725,0.36700243,0,reach-v2
0.061404172,0.18145724,0,reach-v2
0.15780124,0.18150157,0,reach-v2
0.06036858,0.23249623,0,reach-v2
0.2505575,0.28828353,0,reach-v2
0.052711565,0.30569696,0,reach-v2
0.14623827,0.19554432,0,reach-v2
0.29888383,0.28656554,0,reach-v2
0.026029963,0.2910333,0,reach-v2
0.16132519,0.2735592,0,reach-v2
0.20041479,0.22880095,0,reach-v2
0.1799851,0.33319798,0,reach-v2
0.08746905,0.33711272,0,reach-v2
0.22377643,0.38926032,0,reach-v2
0.022274518,0.22720356,0,reach-v2
0.017489953,0.2260262,0,reach-v2
0.31246802,0.378338,0,reach-v2
0.013818925,0.3000575,0,reach-v2
0.027314259,0.19426441,0,reach-v2
0.28583443,0.3233122,0,reach-v2
0.23134436,0.38345015,0,reach-v2
0.27077943,0.26686287,0,reach-v2
0.071907796,0.21527058,0,reach-v2
0.057853434,0.30723873,0,reach-v2
0.1515621,0.5012854,0,reach-v2
0.21478428,0.1994885,0,reach-v2
0.067348294,0.19305608,0,reach-v2
0.15933533,0.41097882,0,reach-v2
0.092977166,0.17950824,0,reach-v2
0.19316986,0.45012972,0,reach-v2
0.045428406,0.37232658,0,reach-v2
0.11404866,0.21639515,0,reach-v2
0.31410077,0.3209804,0,reach-v2
0.16601878,0.31842658,0,reach-v2
0.3082334,0.2424357,0,reach-v2
0.19713813,0.46341896,0,reach-v2
0.19804782,0.20493057,0,reach-v2
0.24276693,0.21449065,0,reach-v2
0.13980824,0.47885498,0,reach-v2
0.18526497,0.36131537,0,reach-v2
0.03231487,0.37743428,0,reach-v2
0.022625484,0.3046124,0,reach-v2
0.31734332,0.32332614,0,reach-v2
0.040341385,0.3653722,0,reach-v2
0.13760754,0.34843904,0,reach-v2
0.1962232,0.19490819,0,reach-v2
0.07646542,0.25768083,0,reach-v2
0.21882892,0.4632068,0,reach-v2
0.08937274,0.3545237,0,reach-v2
0.15564214,0.21929179,0,reach-v2
0.20438124,0.29330707,0,reach-v2
0.32077894,0.36518455,0,reach-v2
0.1304103,0.4656055,0,reach-v2
0.30686772,0.38293195,0,reach-v2
0.21353328,0.27117193,0,reach-v2
0.08753397,0.3102893,0,reach-v2
0.23601371,0.27711454,0,reach-v2
0.14959194,0.35061255,0,reach-v2
0.18634467,0.14819494,0,reach-v2
0.20886476,0.23192264,0,reach-v2
0.14122878,0.22341011,0,reach-v2
0.0,0.37559652,0,reach-v2
0.1225123,0.248072,0,reach-v2
0.2907551,0.27912924,0,reach-v2
0.07670158,0.19963385,0,reach-v2
0.2791935,0.22146027,0,reach-v2
0.18374948,0.45115992,0,reach-v2
0.1927735,0.42613718,0,reach-v2
0.1272712,0.40875006,0,reach-v2
0.15018797,0.18683949,0,reach-v2
0.07377446,0.22685307,0,reach-v2
0.3044738,0.23378575,0,reach-v2
0.17282987,0.14510475,0,reach-v2
0.2505158,0.40198582,0,reach-v2
0.15656559,0.5007694,0,reach-v2
0.118910514,0.471974,0,reach-v2
0.14311112,0.4562827,0,reach-v2
0.25751007,0.3994161,0,reach-v2
0.11163421,0.15995733,0,reach-v2
0.20499502,0.4376598,0,reach-v2
0.22006857,0.43028414,0,reach-v2
0.00604063,0.35613358,0,reach-v2
0.1112472,0.39281917,0,reach-v2
0.015476317,0.31843367,0,reach-v2
0.15315597,0.4787688,0,reach-v2
0.12575726,0.17808664,0,reach-v2
0.2990746,0.29107,0,reach-v2
0.1968953,0.4761746,0,reach-v2
0.10459368,0.4177781,0,reach-v2
0.2520173,0.29371473,0,reach-v2
0.10621664,0.37179837,0,reach-v2
0.015064162,0.35295555,0,reach-v2
0.1985792,0.16551544,0,reach-v2
0.23030253,0.30416936,0,reach-v2
0.26480862,0.23849474,0,reach-v2
0.07804121,0.2788184,0,reach-v2
0.27999648,0.2158398,0,reach-v2
0.054113954,0.37253866,0,reach-v2
0.23939024,0.38484937,0,reach-v2
0.23677471,0.2026715,0,reach-v2
0.2592038,0.39293408,0,reach-v2
0.038770434,0.3052747,0,reach-v2
0.30924582,0.29676688,0,reach-v2
0.10995126,0.3817731,0,reach-v2
0.023022942,0.3521148,0,reach-v2
0.19171906,0.37817186,0,reach-v2
0.015963504,0.24701759,0,reach-v2
0.002626249,0.36402434,0,reach-v2
0.28833354,0.19826083,0,reach-v2
0.1956077,0.29043055,0,reach-v2
0.090457775,0.2343589,0,reach-v2
0.008624978,0.31407768,0,reach-v2
0.15775597,0.3154848,0,reach-v2
0.22644393,0.25994128,0,reach-v2
0.1715646,0.33353156,0,reach-v2
0.24423797,0.18785504,0,reach-v2
0.20395261,0.14501946,0,reach-v2
0.26035005,0.25000563,0,reach-v2
0.12469748,0.33938265,0,reach-v2
0.14742157,0.15947087,0,reach-v2
0.08840269,0.33052996,0,reach-v2
0.17634912,0.32415324,0,reach-v2
0.16566789,0.2867661,0,reach-v2
0.10823216,0.4312016,0,reach-v2
0.24246438,0.32859635,0,reach-v2
0.07579289,0.2692322,0,reach-v2
0.037285235,0.19805577,0,reach-v2
0.23138006,0.22503705,0,reach-v2
0.22395915,0.25273794,0,reach-v2
0.1054382,0.19064665,0,reach-v2
0.29968122,0.32212862,0,reach-v2
0.17536029,0.22226517,0,reach-v2
0.21832563,0.43598983,0,reach-v2
0.18419118,0.35953343,0,reach-v2
0.050073188,0.1999602,0,reach-v2
0.16432193,0.39793968,0,reach-v2
0.19770083,0.15485619,0,reach-v2
0.24446197,0.3276979,0,reach-v2
0.1756217,0.28699675,0,reach-v2
0.12388365,0.19522494,0,reach-v2
0.16147617,0.43028575,0,reach-v2
0.21005638,0.27304712,0,reach-v2
0.20994678,0.3925531,0,reach-v2
0.18336889,0.30556387,0,reach-v2
0.16405743,0.51003385,0,reach-v2
0.15958129,0.42677647,0,reach-v2
0.29432246,0.21808891,0,reach-v2
0.11269115,0.21192099,0,reach-v2
0.13095103,0.16021912,0,reach-v2
0.1664538,0.4794316,0,reach-v2
0.16368738,0.46524426,0,reach-v2
0.14029936,0.51180804,0,reach-v2
0.06164965,0.20013447,0,reach-v2
0.028758138,0.38346967,0,reach-v2
0.25612992,0.4119537,0,reach-v2
0.32188487,0.3746773,0,reach-v2
0.6865549,0.79579765,6,button-press-topdown-v2
0.68173516,0.8798537,6,button-press-topdown-v2
0.6038365,0.5996976,6,button-press-topdown-v2
0.6470126,0.9480572,6,button-press-topdown-v2
0.76456875,0.803931,6,button-press-topdown-v2
0.7483951,0.8987363,6,button-press-topdown-v2
0.7075488,0.82047874,6,button-press-topdown-v2
0.5081144,0.7231588,6,button-press-topdown-v2
0.49604663,0.73593396,6,button-press-topdown-v2
0.7072834,0.99108416,6,button-press-topdown-v2
0.62720007,0.82808447,6,button-press-topdown-v2
0.79771316,0.9071094,6,button-press-topdown-v2
0.7333306,0.74167615,6,button-press-topdown-v2
0.7423118,0.75183135,6,button-press-topdown-v2
0.7426014,0.9055409,6,button-press-topdown-v2
0.62893635,0.736407,6,button-press-topdown-v2
0.6043039,0.6252436,6,button-press-topdown-v2
0.54062134,0.72468334,6,button-press-topdown-v2
0.78511196,0.9085871,6,button-press-topdown-v2
0.66929644,0.7524519,6,button-press-topdown-v2
