x,y,label,env_name
0.14871792,0.96199083,4,faucet-open-v2
0.31617767,0.8432809,4,faucet-open-v2
0.31696257,0.81088674,4,faucet-open-v2
0.06515904,0.8065776,4,faucet-open-v2
0.2954205,0.8564591,4,faucet-open-v2
0.24109167,0.79933625,4,faucet-open-v2
0.120458394,0.95942634,4,faucet-open-v2
0.31690344,0.7486357,4,faucet-open-v2
0.2225727,0.72812694,4,faucet-open-v2
0.2933203,0.9536307,4,faucet-open-v2
0.2546142,0.97357064,4,faucet-open-v2
0.32840353,0.76702046,4,faucet-open-v2
0.06873802,0.80693763,4,faucet-open-v2
0.32908022,0.79762524,4,faucet-open-v2
0.063815266,0.84932154,4,faucet-open-v2
0.11763294,0.89859366,4,faucet-open-v2
0.05320539,0.75480735,4,faucet-open-v2
0.040655214,0.7600009,4,faucet-open-v2
0.3125386,0.86009365,4,faucet-open-v2
0.107053936,0.66257995,4,faucet-open-v2
0.07388564,0.8636537,4,faucet-open-v2
0.1757438,0.9701592,4,faucet-open-v2
0.2885403,0.84860915,4,faucet-open-v2
0.267572,0.6905075,4,faucet-open-v2
0.21936837,0.72666126,4,faucet-open-v2
0.24740323,0.9347821,4,faucet-open-v2
0.30621976,0.7533533,4,faucet-open-v2
0.124258965,0.7035515,4,faucet-open-v2
0.064138405,0.73099846,4,faucet-open-v2
0.17932351,0.69643825,4,faucet-open-v2
0.20477664,0.69189215,4,faucet-open-v2
0.14814326,0.8909758,4,faucet-open-v2
0.3041455,0.9586456,4,faucet-open-v2
0.2370132,0.80822885,4,faucet-open-v2
0.22929406,0.91112477,4,faucet-open-v2
0.35339892,0.83664596,4,faucet-open-v2
0.10004718,0.73470634,4,faucet-open-v2
0.27513742,0.8887977,4,faucet-open-v2
0.35958654,0.8161394,4,faucet-open-v2
0.15921128,0.6977385,4,faucet-open-v2
0.20641455,0.80661327,4,faucet-open-v2
0.17872126,0.68978095,4,faucet-open-v2
0.33518195,0.7484052,4,faucet-open-v2
0.17170098,0.8333144,4,faucet-open-v2
0.39350483,0.7819155,4,faucet-open-v2
0.28316665,0.9025925,4,faucet-open-v2
0.26337203,0.7026901,4,faucet-open-v2
0.12376735,0.95155483,4,faucet-open-v2
0.12871179,0.7113274,4,faucet-open-v2
0.20840745,0.6901781,4,faucet-open-v2
0.32223532,0.75023705,4,faucet-open-v2
0.057918012,0.87008697,4,faucet-open-v2
