x,y,label,env_name
0.2720921,0.15790042,1,push-v2
0.056432508,0.1421264,1,push-v2
0.1766145,0.19451939,1,push-v2
0.34331372,0.21682025,1,push-v2
0.28336543,0.04186103,1,push-v2
0.213317,0.15193313,1,push-v2
0.16161412,0.23048386,1,push-v2
0.31553817,0.23281898,1,push-v2
0.23013994,0.0801004,1,push-v2
0.22245711,0.19355586,1,push-v2
0.06714088,0.035615772,1,push-v2
0.33696166,0.14278218,1,push-v2
0.31572175,0.2778666,1,push-v2
0.280934,0.14995585,1,push-v2
0.21963757,0.19690189,1,push-v2
0.16317317,0.3389045,1,push-v2
0.22932562,0.0855444,1,push-v2
0.119065024,0.12737103,1,push-v2
0.16720314,0.28392044,1,push-v2
0.35077888,0.12760143,1,push-v2
0.14423363,0.20725954,1,push-v2
0.21266602,0.07145675,1,push-v2
0.13658044,0.3358987,1,push-v2
0.2010185,0.27188715,1,push-v2
0.046816975,0.07511955,1,push-v2
0.05312422,0.2630608,1,push-v2
0.11072521,0.28906262,1,push-v2
0.10601461,0.08239092,1,push-v2
0.17179066,0.2537216,1,push-v2
0.12920268,0.15623224,1,push-v2
0.15251568,0.17786539,1,push-v2
0.0,0.18778585,1,push-v2
0.10366512,0.2173329,1,push-v2
0.28294083,0.06216002,1,push-v2
0.089307465,0.15327649,1,push-v2
0.23531999,0.17817524,1,push-v2
0.24643756,0.2651767,1,push-v2
0.07242408,0.13074031,1,push-v2
0.059659593,0.15536584,1,push-v2
0.14985728,0.088718444,1,push-v2
0.05181615,0.2332824,1,push-v2
0.28073838,0.04920111,1,push-v2
0.009574517,0.17317349,1,push-v2
0.10226035,0.28697178,1,push-v2
0.06453744,0.055524576,1,push-v2
0.18336065,0.09872471,1,push-v2
0.1583406,0.22011864,1,push-v2
0.14300731,0.09188022,1,push-v2
0.044241708,0.117732555,1,push-v2
0.1871104,0.22466436,1,push-v2
0.16893852,0.3284909,1,push-v2
0.23066032,0.037654188,1,push-v2
0.25849962,0.2225616,1,push-v2
0.24114388,0.15267323,1,push-v2
0.21053979,0.10086605,1,push-v2
0.20705448,0.11391704,1,push-v2
0.059970118,0.12091279,1,push-v2
0.2794553,0.30135405,1,push-v2
0.30122188,0.26880425,1,push-v2
0.30497476,0.18142487,1,push-v2
