,x,y,label,env_name,cluster
913,0.6953571,0.82726496,0,reach-v2,1
1411,0.6496307,0.8424612,0,reach-v2,1
619,0.51433915,0.7041676,0,reach-v2,1
620,0.6613349,0.702691,0,reach-v2,1
1410,0.5279555,0.71989506,0,reach-v2,1
2102,0.43310997,0.7308069,0,reach-v2,1
625,0.7501073,0.6660149,0,reach-v2,1
2106,0.54378,0.74531394,0,reach-v2,1
2611,0.6781539,0.7351767,0,reach-v2,1
630,0.66422486,0.8565872,0,reach-v2,1
631,0.6877391,0.83152354,0,reach-v2,1
633,0.5685864,0.67255545,0,reach-v2,1
636,0.68577284,0.8727183,0,reach-v2,1
637,0.6322922,0.8053201,0,reach-v2,1
2604,0.71580213,0.7381849,0,reach-v2,1
2114,0.5193605,0.926164,0,reach-v2,1
1396,0.5970234,0.8990463,0,reach-v2,1
1393,0.5914451,0.90639895,0,reach-v2,1
1389,0.6563008,0.98041135,0,reach-v2,1
650,0.61530393,0.7210931,0,reach-v2,1
1381,0.63973874,0.8499037,0,reach-v2,1
2125,0.6337808,0.64852214,0,reach-v2,1
659,0.6850099,0.76648945,0,reach-v2,1
2130,0.84598595,0.6833142,0,reach-v2,1
617,0.6466444,0.89282155,0,reach-v2,1
1372,0.5330875,0.625319,0,reach-v2,1
2101,0.6765908,0.7719577,0,reach-v2,1
1419,0.48968905,0.83862925,0,reach-v2,1
1435,0.7851002,0.85527664,0,reach-v2,1
2642,0.47794986,0.9285502,0,reach-v2,1
2638,0.5729334,0.7633624,0,reach-v2,1
1433,0.59438276,0.9012526,0,reach-v2,1
588,0.6200394,0.89933616,0,reach-v2,1
1432,0.7682264,0.6922331,0,reach-v2,1
2636,0.48354027,0.6460061,0,reach-v2,1
1430,0.76764286,0.76416284,0,reach-v2,1
592,0.6440928,0.8820824,0,reach-v2,1
2633,0.6593571,0.9690969,0,reach-v2,1
2631,0.463611,0.8434191,0,reach-v2,1
595,0.57636255,0.91355145,0,reach-v2,1
2088,0.43087804,0.73108125,0,reach-v2,1
1426,0.7659208,0.8175747,0,reach-v2,1
599,0.59845394,0.7925511,0,reach-v2,1
2629,0.5669098,0.90592366,0,reach-v2,1
601,0.62040734,0.6992895,0,reach-v2,1
2092,0.5585656,0.8865957,0,reach-v2,1
2095,0.68932337,0.8913346,0,reach-v2,1
605,0.5763284,0.81228936,0,reach-v2,1
2623,0.7474971,0.71444,0,reach-v2,1
607,0.6146667,0.73360014,0,reach-v2,1
2621,0.5470785,0.8728297,0,reach-v2,1
613,0.66616017,0.8203258,0,reach-v2,1
662,0.5654824,0.81954163,0,reach-v2,1
664,0.8133863,0.7428042,0,reach-v2,1
665,0.8300873,0.77707464,0,reach-v2,1
1338,0.5534904,0.727066,0,reach-v2,1
2563,0.6674904,0.88510776,0,reach-v2,1
2561,0.45506862,0.8169981,0,reach-v2,1
2560,0.72735333,0.68998855,0,reach-v2,1
2559,0.62325794,0.8514194,0,reach-v2,1
716,0.5799963,0.76384497,0,reach-v2,1
1334,0.7527508,0.68584687,0,reach-v2,1
2150,0.6996769,0.71631455,0,reach-v2,1
720,0.74506974,0.67947674,0,reach-v2,1
722,0.5975501,0.75123435,0,reach-v2,1
1328,0.67890006,0.6941983,0,reach-v2,1
725,0.60736966,0.84239006,0,reach-v2,1
1326,0.5761583,0.7008456,0,reach-v2,1
728,0.7235111,0.9207107,0,reach-v2,1
1325,0.590237,0.7330492,0,reach-v2,1
2550,0.49559152,0.702764,0,reach-v2,1
1324,0.750763,0.86583525,0,reach-v2,1
1323,0.6887685,0.7425818,0,reach-v2,1
736,0.73968923,0.88509095,0,reach-v2,1
737,0.5532698,0.810647,0,reach-v2,1
738,0.56588894,0.93165773,0,reach-v2,1
739,0.65453774,0.7792527,0,reach-v2,1
740,0.6499363,0.8574325,0,reach-v2,1
708,0.7309234,0.7985822,0,reach-v2,1
707,0.7517838,0.82465726,0,reach-v2,1
706,0.62809086,0.8020056,0,reach-v2,1
1342,0.716205,0.7608208,0,reach-v2,1
1369,0.5490308,0.7686858,0,reach-v2,1
2132,0.8127786,0.75990903,0,reach-v2,1
2134,0.52562875,0.86111784,0,reach-v2,1
671,0.57111883,0.65378225,0,reach-v2,1
2138,0.4795754,0.8835911,0,reach-v2,1
678,0.63561666,0.7753834,0,reach-v2,1
2140,0.5979731,0.7507937,0,reach-v2,1
1354,0.45598114,0.8436232,0,reach-v2,1
2142,0.5224699,0.7056333,0,reach-v2,1
684,0.7448006,0.7376913,0,reach-v2,1
685,0.546658,0.87791276,0,reach-v2,1
2649,0.56269807,0.8096657,0,reach-v2,1
686,0.47641498,0.69428533,0,reach-v2,1
2574,0.53914297,0.9352687,0,reach-v2,1
689,0.61134666,0.8366289,0,reach-v2,1
690,0.4541787,0.81772274,0,reach-v2,1
692,0.50268626,0.7131096,0,reach-v2,1
1350,0.5032177,0.7090328,0,reach-v2,1
695,0.6196824,0.87741274,0,reach-v2,1
2144,0.7510301,0.92073125,0,reach-v2,1
1344,0.61204445,0.87590027,0,reach-v2,1
2568,0.59580624,0.99354345,0,reach-v2,1
2567,0.6174253,0.9399128,0,reach-v2,1
